year,month,day,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
1988,6,20,0.087,0.299,0.138,0.052,0.115,0.265,-0.104,0.378,1.893,1.675,0.623,0.522,-0.309,-0.568,-0.37,-0.277,-0.077
1988,6,21,0.24,0.366,0.344,0.311,0.395,0.269,0.018,0.33,0.89,1.264,0.323,0.72,0.601,0.381,0.48,0.087,0.048
1988,6,22,0.213,0.347,0.268,0.377,0.32,0.259,0.066,0.738,1.419,1.284,0.547,0.965,0.881,0.627,0.822,0.436,0.33
1988,6,23,-0.018,0.122,-0.027,-0.046,0.245,0.396,0.296,1.03,1.77,0.458,-0.858,-0.343,-0.509,-0.275,0.027,-0.066,-0.009
1988,6,24,-0.196,0.013,-0.002,0.144,0.598,0.823,1.06,2.417,3.859,3.183,1.99,1.923,1.348,0.795,0.868,0.427,0.222
1988,6,25,0.273,0.202,0.091,0.123,0.336,0.387,0.11,0.505,1.601,1.654,0.404,0.725,0.652,0.251,0.433,0.159,0.059
1988,6,26,0.599,0.436,0.385,1.067,1.829,1.841,0.706,0.666,1.329,1.317,0.266,0.322,0.237,0.059,0.43,0.167,0.181
1988,6,27,0.162,0.215,0.438,1.342,2.343,2.798,1.742,2.036,3.086,2.306,0.732,0.714,0.264,-0.075,0.135,-0.006,-0.013
1988,6,28,0.135,0.211,0.325,1.435,3.118,4.151,3.304,4.052,5.171,3.066,1.092,1.189,0.75,0.297,0.517,0.269,0.132
1988,6,29,-0.048,-0.059,0.175,0.505,1.728,1.91,2.082,2.335,3.857,2.847,1.361,1.394,1.002,0.381,0.59,0.297,0.361
1988,6,30,-0.159,-0.086,0.08,0.113,0.773,0.634,1.774,1.52,3.221,2.576,0.569,0.623,0.385,0.026,0.471,0.237,0.208
1988,7,1,-0.072,0.081,0.011,-0.031,0.274,-0.026,1.29,1.23,2.343,1.844,0.031,0.107,0.222,-0.16,-0.048,-0.144,-0.082
1988,7,2,-0.031,0.024,0.053,-0.149,-0.041,-0.376,0.305,0.256,1.055,1.098,0.09,0.333,0.513,0.119,0.352,0.173,0.237
1988,7,3,0.208,0.019,0,-0.093,0.191,-0.042,0.164,0.239,1.622,1.867,1.408,1.307,1.321,0.447,0.585,0.24,0.109
1988,7,4,0.309,0.162,0.052,0.557,1.373,1.182,0.415,0.192,1.615,1.534,0.931,0.805,0.869,0.15,0.279,0.108,0.048
1988,7,5,0.408,0.233,0.278,1.049,2.274,2.263,1.153,0.832,1.475,1.207,0.509,0.453,0.852,0.155,0.366,0.167,0.031
1988,7,6,0.295,0.227,0.325,1.202,2.338,2.516,2.09,1.983,3.327,3.037,2.473,2.617,2.764,1.411,1.299,0.584,0.276
1988,7,7,0.17,0.119,0.088,0.505,0.99,0.834,1.083,0.943,2.146,2.371,2.035,2.07,2.358,1.188,1.552,0.967,0.928
1988,7,8,0.224,0.358,0.19,0.581,1.184,0.583,0.327,-0.119,0.695,0.793,0.26,0.354,1.265,0.635,1.266,0.925,1.073
1988,7,9,0.29,0.368,0.371,0.687,1.494,1.191,1.098,1.176,2.212,2.118,1.599,1.397,1.843,0.7,0.97,0.575,0.703
1988,7,10,0.09,0.224,0.214,0.298,0.655,0.478,0.737,1.429,2.646,1.671,0.741,0.375,0.883,0.171,0.343,0.208,0.159
1988,7,11,-0.122,-0.031,-0.04,-0.031,0.481,0.389,0.38,0.77,1.713,0.778,0.282,-0.098,0.748,0.084,0.302,0.135,0.188
1988,7,12,0.114,0.072,0.135,0.323,1.302,1.255,0.484,0.123,0.537,0.208,0.104,-0.347,0.017,-0.453,-0.41,-0.295,-0.29
1988,7,13,0.398,0.244,0.259,0.456,1.058,0.802,0.138,0.181,0.975,0.762,0.347,-0.153,-0.093,-0.474,-0.25,-0.216,-0.199
1988,7,14,0.381,0.179,0.096,0.325,1.059,1.378,0.316,0.118,0.841,0.794,0.44,0.324,0.525,0.069,0.207,0.035,-0.084
1988,7,15,0.307,0.093,0.313,0.864,1.813,1.737,0.719,0.204,1.02,0.609,0.18,0.275,0.212,0.05,0.392,0.165,0.182
1988,7,16,0.278,0.158,0.293,0.378,1.05,1.426,1.224,1.34,2.969,2.134,1.407,1.631,1.277,0.737,0.752,0.228,0.079
1988,7,17,0.208,0.133,0.062,-0.242,0.027,0.173,0.79,0.894,2.264,2.109,2.042,2.929,2.471,1.434,1.241,0.414,0.149
1988,7,18,0.236,0.186,0.144,-0.166,-0.289,-0.156,0.074,-0.246,0.322,1.038,0.916,1.655,1.881,1.001,1.342,0.808,0.652
1988,7,19,0.277,0.225,0.229,-0.025,-0.114,-0.011,0.053,-0.009,0.302,0.626,-0.019,-0.035,0.456,0.208,0.623,0.505,0.517
1988,7,20,0.295,0.232,0.138,-0.121,-0.205,-0.213,-0.151,-0.02,0.637,1.713,1.268,1.304,1.433,0.618,0.586,0.358,0.278
1988,7,21,0.162,0.127,0.255,-0.035,-0.043,0.054,-0.096,0.057,0.802,1.937,2.006,2.213,2.283,1.145,1.001,0.39,0.175
1988,7,22,0.266,0.182,0.303,0.366,0.106,0.073,-0.154,-0.048,0.778,1.918,2.049,2.435,2.47,1.205,1.087,0.525,0.475
1988,7,23,0.478,0.328,0.33,0.123,0.011,0.073,0.121,0.152,0.499,1.168,1.427,2.116,2.611,1.499,1.466,0.802,0.632
1988,7,24,0.57,0.356,0.337,0.182,0.015,0.137,0.214,0.375,0.365,0.461,0.302,-0.062,1.039,0.764,1.108,0.763,0.7
1988,7,25,0.722,0.559,0.684,0.46,0.246,0.193,0.084,0.392,0.54,0.762,0.527,0.603,1.507,1.046,1.24,0.904,0.834
1988,7,26,0.54,0.419,0.558,0.578,0.608,0.569,0.393,0.649,0.917,1.242,0.929,1.012,1.449,0.558,0.764,0.475,0.411
1988,7,27,0.274,0.154,0.258,0.122,0.03,-0.123,-0.204,-0.4,0.67,1.127,1.227,1.382,1.858,0.657,0.445,-0.095,-0.203
1988,7,28,0.133,0.204,0.24,0.048,0.129,0.186,0.536,0.98,2.159,2.15,1.454,1.16,1.655,0.613,0.822,0.443,0.317
1988,7,29,-0.005,0.084,-0.013,0.118,0.419,0.99,1.407,1.763,2.577,2.334,1.661,1.516,1.907,0.898,1.208,0.899,0.855
1988,7,30,-0.112,0.035,-0.093,0.07,0.209,0.328,0.641,0.902,1.636,2.207,1.739,1.863,2.169,0.996,1.302,0.701,0.578
1988,7,31,-0.101,0.132,-0.127,-0.018,0.111,-0.013,0.041,0.111,0.216,0.681,0.463,0.567,0.854,0.022,0.327,0.178,0.307
1988,8,1,0.238,0.247,0.066,-0.02,-0.242,-0.437,-0.322,0.163,0.744,1.818,1.748,2.338,2.36,0.929,0.704,0.375,0.346
1988,8,2,0.382,0.453,0.324,0.26,0.126,-0.073,-0.308,-0.133,0.345,1.661,1.797,2.144,2.675,1.148,1.023,0.442,0.237
1988,8,3,0.453,0.448,0.339,0.365,0.157,0.02,-0.45,-0.39,-0.203,0.64,0.465,0.583,1.215,0.564,0.72,0.351,0.38
1988,8,4,0.585,0.476,0.447,0.402,0.205,0.206,-0.139,-0.002,0.164,0.755,0.434,0.575,1.18,0.776,1.283,0.809,0.812
1988,8,5,0.776,0.724,0.485,0.371,0.134,0.151,-0.147,-0.041,0.096,0.515,0.127,0.22,0.61,0.288,0.346,0.096,0.22
1988,8,6,0.96,0.821,0.477,0.383,-0.006,-0.114,-0.635,-0.622,-0.33,0.446,0.387,0.565,0.833,0.359,0.375,0.037,0.075
1988,8,7,0.643,0.714,0.579,0.616,0.796,0.662,0.062,0.307,1.073,1.479,1.024,0.845,0.807,0.216,0.183,-0.074,-0.09
1988,8,8,0.107,0.192,0.338,0.562,1.379,1.53,1.237,1.696,2.849,2.703,1.681,1.066,0.449,0.193,0.374,0.251,0.347
1988,8,9,-0.007,0.206,0.214,0.458,1.078,0.986,0.632,0.496,1.046,1.43,1.188,1.393,1.335,0.833,0.879,0.421,0.305
1988,8,10,0.015,0.123,0.172,0.189,0.215,0.146,-0.096,-0.092,0.405,1.042,0.961,1.213,1.228,0.828,0.84,0.325,0.293
1988,8,11,-0.024,0.169,0.079,0.271,0.201,0.135,-0.051,0.06,0.455,0.698,0.396,0.552,0.448,0.236,0.41,0.204,0.196
1988,8,12,0.311,0.276,0.039,0.334,0.569,0.675,0.479,0.504,0.269,0.369,-0.058,0.16,0.36,0.132,0.323,0.157,0.036
1988,8,13,0.669,0.658,0.299,0.469,1.067,1.158,0.72,0.662,0.696,0.482,-0.068,0.103,0.211,0.101,0.372,0.304,0.241
1988,8,14,1.244,1.095,0.734,1.059,1.568,1.447,0.698,0.964,1.553,1.232,0.607,0.731,0.662,0.376,0.514,0.314,0.274
1988,8,15,1.207,1.018,0.593,1.222,2.127,1.984,1.351,1.654,2.393,1.716,0.754,0.547,0.37,0.169,0.3,0.201,0.231
1988,8,16,0.585,0.369,0.28,0.715,1.278,1.068,0.47,0.57,1.037,0.381,-0.317,0.225,0.247,0.16,0.254,0.001,-0.027
1988,8,17,0.231,0.414,0.202,0.357,0.884,0.801,0.62,1.059,1.951,0.945,-0.093,0.225,-0.117,-0.189,0.039,-0.125,-0.133
1988,8,18,0.141,0.185,0.14,0.405,1.094,1.608,1.9,2.3,3.32,2.712,1.769,2.132,1.472,0.856,0.827,0.44,0.327
1988,8,19,0.12,0.241,0.184,0.538,0.491,0.156,0.495,0.568,1.385,2.048,2.054,2.423,1.969,1.134,1.103,0.542,0.51
1988,8,20,0.166,0.241,0.148,0.212,0.306,-0.025,0.054,-0.385,-0.388,0.528,1.978,2.76,2.685,1.445,1.125,0.473,0.498
1988,8,21,0.091,0.139,-0.019,0.018,0.199,-0.033,0.073,-0.161,-0.265,0.375,1.083,1.101,1.992,1.367,1.281,0.527,0.227
1988,8,22,0.247,0.328,0.138,-0.001,0.064,0.026,0.048,0.082,0.243,0.399,0.514,0.427,1.389,0.881,0.97,0.49,0.316
1988,8,23,0.37,0.381,0.286,-0.014,-0.05,-0.095,-0.235,-0.125,-0.196,-0.25,-0.214,-0.311,0.227,0.097,0.433,0.316,0.285
1988,8,24,0.027,0.212,0.381,0.417,0.546,0.479,0.209,0.191,0.413,0.297,0.183,-0.118,0.109,-0.023,0.162,0.054,0.243
1988,8,25,-0.056,0.112,0.21,0.359,0.811,0.669,0.36,0.525,1.031,0.511,0.126,0.022,0.167,0.057,0.377,0.091,0.081
1988,8,26,-0.201,-0.046,-0.086,0.109,0.918,1.284,1.451,2.644,3.568,2.187,1.345,0.964,0.52,0.277,0.418,0.157,0.082
1988,8,27,-0.161,-0.087,-0.102,-0.013,0.518,0.808,1.021,1.429,2.36,2.388,2.125,1.947,1.477,0.854,0.951,0.505,0.402
1988,8,28,0.156,0.314,0.215,0.182,0.414,0.115,-0.091,-0.714,-1.041,-1.244,-0.588,-0.193,0.028,0.243,0.506,0.261,0.299
1988,8,29,0.439,0.509,0.535,0.749,0.507,0.154,-0.27,-0.352,0.166,0.209,0.621,0.992,0.791,0.672,0.555,0.267,0.064
1988,8,30,0.453,0.532,0.494,0.471,0.109,0.276,0.449,1.514,2.967,3.02,3.136,3.459,2.314,1.17,0.843,0.421,0.224
1988,8,31,0.352,0.439,0.328,0.165,0.078,0.264,0.287,1.072,2.148,1.964,2.055,2.105,1.653,1.031,1.127,0.677,0.508
1988,9,1,0.375,0.203,0.347,0.164,0.328,0.244,0.218,0.247,0.491,0.283,0.163,0.397,0.793,0.598,0.816,0.42,0.351
1988,9,2,0.417,0.345,0.289,0.177,0.279,0.445,0.345,0.159,0.285,0.448,0.287,0.097,0.116,0.006,0.258,0.227,0.301
1988,9,3,0.2,0.191,0.24,0.612,1.11,1.323,1.31,1.213,1.634,1.067,0.466,0.452,0.34,0.156,0.22,0.186,0.217
1988,9,4,0.022,0.117,0.232,0.55,1.039,0.971,1.212,0.997,1.989,1.789,1.073,0.884,0.764,0.376,0.689,0.442,0.418
1988,9,5,-0.027,-0.038,0.033,0.251,0.645,0.193,0.892,0.859,1.519,1.44,0.657,0.182,0.408,0.222,0.496,0.519,0.413
1988,9,6,0.056,0.14,0.14,0.275,0.7,0.45,1.138,1.316,1.985,1.44,1.015,0.683,0.693,0.293,0.249,0.088,-0.016
1988,9,7,0.102,0.002,0.038,0.284,0.635,0.329,0.665,0.754,1.585,2.031,2.36,2.375,1.743,0.773,0.608,0.22,0.132
1988,9,8,0.295,0.183,0.098,-0.038,-0.199,-0.415,-0.021,0.048,0.352,1.028,1.424,1.197,1.649,0.869,1.082,0.617,0.41
1988,9,9,0.509,0.288,0.353,0.263,-0.026,-0.009,0.21,0.013,0.442,0.919,0.85,0.859,0.756,0.48,0.6,0.446,0.663
1988,9,10,0.739,0.551,0.466,0.368,0.251,0.369,0.323,0.427,1.749,2.264,2.083,1.884,1.146,0.271,0.338,0.126,0.068
1988,9,11,0.306,0.189,0.049,0.063,-0.175,-0.053,0.043,-0.155,0.121,0.926,1.07,0.917,1.506,0.77,0.636,0.335,0.229
1988,9,12,-0.005,-0.04,-0.061,-0.185,-0.472,-0.454,-0.383,-0.493,-0.296,0.542,0.719,0.71,1.174,0.647,0.765,0.236,0.148
1988,9,13,-0.017,-0.108,0.012,0.317,0.22,0.052,0.082,-0.382,-0.214,0.39,0.228,0.53,0.835,0.331,0.537,0.184,0.213
1988,9,14,0.264,0.119,0.132,0.435,0.324,0.005,-0.016,-0.504,-0.505,-0.472,-0.655,-0.752,-0.255,-0.095,0.118,-0.003,0.191
1988,9,15,0.386,0.299,0.241,0.392,0.433,0.14,0.226,0.31,1.241,1.219,0.791,0.409,0.35,0.278,0.384,0.163,0.334
1988,9,16,0.472,0.324,0.261,0.532,0.488,0.386,0.867,1.868,3.738,3.238,2.557,2.6,1.731,0.815,0.794,0.496,0.537
1988,9,17,0.412,0.266,0.235,0.549,0.739,0.99,1.269,2.099,3.471,2.789,1.859,1.681,1.074,0.411,0.55,0.4,0.62
1988,9,18,0.202,0.107,0.076,0.429,0.507,0.576,0.991,1.521,2.112,1.846,0.972,0.907,0.777,0.334,0.445,-0.048,-0.166
1988,9,19,0.065,-0.026,0.048,0.168,0.352,0.424,0.886,1.178,1.299,0.443,-0.144,-0.225,0.051,-0.045,0.217,0.086,0.053
1988,9,20,0.008,-0.111,0.136,0.288,0.468,0.299,0.636,1.559,2.491,1.607,0.678,0.997,0.787,0.311,0.476,0.26,0.126
1988,9,21,-0.013,-0.251,0.063,-0.292,-0.214,-0.165,-0.027,0.192,0.417,1.015,1.072,1.492,1.402,0.89,0.978,0.593,0.441
1988,9,22,0.057,-0.025,0.078,-0.055,0.247,0.343,0.215,0.116,0.251,0.906,1.004,0.932,1.245,0.652,0.731,0.401,0.392
1988,9,23,0.061,-0.076,-0.001,0.011,0.268,0.506,0.416,0.276,0.368,0.72,0.618,0.644,0.231,-0.012,0.03,-0.043,-0.08
1988,9,24,0.222,-0.021,-0.136,-0.154,-0.31,-0.339,-0.295,-0.472,-0.427,0.138,0.405,0.722,0.594,0.427,0.494,0.22,0.008
1988,9,25,0.297,0.062,0.111,0.191,0.169,0.35,0.251,0.246,0.084,-0.247,-0.592,-0.646,-1.035,-1.004,-1.134,-0.371,-0.077
1988,9,26,0.411,0.227,0.22,0.762,1.403,2.009,1.498,1.308,1.411,0.359,-0.7,-0.342,0.05,0.065,0.187,-0.146,-0.414
1988,9,27,0.324,0.169,0.117,0.546,1.688,1.803,1.231,0.511,0.748,0.422,-0.345,-0.087,0.227,0.065,0.136,0.085,-0.086
1988,9,28,0.184,0.181,0.24,0.464,1.07,0.75,0.835,0.58,1.352,1.591,0.998,1.019,0.603,0.213,0.283,-0.038,-0.404
1988,9,29,0.151,0.109,0.371,0.649,0.999,0.529,1.083,0.745,1.5,1.188,0.957,1.289,0.859,0.418,0.572,0.118,-0.054
1988,9,30,0.158,0.21,0.407,0.651,0.741,0.209,0.741,0.276,0.534,0.31,-0.064,0.436,0.483,0.566,0.982,0.595,0.468
1988,10,1,0.131,0.073,0.398,0.485,0.354,-0.142,0.146,-0.221,-0.67,-1.262,-1.543,-1.224,-0.772,-0.187,0.227,0.186,0.116
1988,10,2,0.567,0.308,0.367,0.772,0.898,0.295,0.506,0.341,0.61,0.474,0.17,0.189,-0.071,0.047,0.153,-0.097,-0.09
1988,10,3,0.4,0.314,0.428,0.431,0.744,0.519,0.658,0.071,0.253,0.065,-0.632,0.026,0.028,0.075,0.287,0.161,0.01
1988,10,4,0.329,0.207,0.373,0.631,0.725,0.352,0.293,-0.261,0.39,0.708,0.213,0.608,0.187,-0.033,0.08,-0.15,-0.273
1988,10,5,0.23,0.142,0.108,0.476,0.192,-0.044,0.065,-0.182,0.272,0.444,-0.332,0.301,0.199,0.072,0.387,0.185,0.112
1988,10,6,0.4,0.283,0.167,0.36,0.389,0.05,-0.012,-0.216,0.081,0.265,-0.505,-0.167,0.038,0.144,0.571,0.443,0.439
1988,10,7,0.329,0.444,0.253,-0.002,-0.024,-0.046,-0.372,-0.222,-0.14,0.481,-0.14,0.052,-0.093,-0.084,0.166,0.19,0.247
1988,10,8,0.403,0.448,0.351,-0,-0.042,-0.05,-0.145,0.287,0.955,1.186,0.509,0.637,0.326,0.177,0.342,0.243,0.048
1988,10,9,0.148,0.281,0.369,0.477,0.775,0.894,0.498,0.961,1.633,1.641,0.829,1.011,0.569,0.246,0.342,0.169,-0.041
1988,10,10,0.203,0.113,0.468,1.278,1.98,1.972,0.854,0.329,0.733,0.54,-0.15,0.214,-0.044,-0.072,0.115,0.017,-0.072
1988,10,11,0.418,0.304,0.691,1.105,1.661,1.462,0.485,-0.123,0.234,0.474,-0.189,0.18,0.042,-0.003,0.213,0.208,-0.07
1988,10,12,0.289,0.212,0.471,0.444,0.679,0.556,0.28,-0.086,0.214,0.416,-0.763,-0.514,-0.53,-0.39,-0.205,-0.155,-0.351
1988,10,13,0.059,0.08,0.092,-0.117,-0.119,-0.467,-0.641,-1.01,-1.181,-1.424,-1.798,-0.627,-0.458,-0.485,-0.282,-0.302,-0.239
1988,10,14,0.114,0.32,0.288,0.221,0.158,-0.012,-0.021,-0.341,-0.572,-0.116,-0.385,0.03,0.036,-0.157,-0.102,-0.254,-0.196
1988,10,15,0.191,0.392,0.246,0.646,0.792,0.663,0.903,0.451,1.121,1.219,0.127,0.018,0.211,-0.079,-0.218,-0.144,-0.223
1988,10,16,-0.134,-0.021,-0.013,0.025,-0.157,-0.146,0.533,0.497,1.374,1.447,0.265,0.079,0.099,-0.06,0.052,0.062,0.025
1988,10,17,0.036,0.127,0.091,0.27,0.339,0.096,0.395,-0.253,0.009,0.597,0.228,0.442,0.808,0.561,0.737,0.482,0.191
1988,10,18,-0.136,-0.034,0.067,0.015,0.083,-0.004,0.34,0.373,0.945,1.049,0.431,0.335,0.413,0.121,0.165,0.114,0.051
1988,10,19,-0.02,-0.096,0.122,0.232,0.397,0.701,1.224,1.545,2.17,1.54,0.747,0.51,0.479,-0.045,0.064,-0.013,-0.212
1988,10,20,0.143,-0.051,0.081,0.297,0.554,1.015,1.337,1.385,2.363,2.204,1.805,1.681,1.563,0.756,0.685,0.363,0.151
1988,10,21,0.276,0.129,0.178,0.291,0.282,0.357,0.65,0.47,0.872,0.822,0.554,0.606,0.661,0.253,0.379,0.095,0.144
1988,10,22,0.444,0.318,0.335,0.617,1.077,1,1.194,0.961,1.152,0.829,0.177,0.273,0.55,0.322,0.384,0.233,0.109
1988,10,23,0.273,0.154,0.152,0.204,0.451,0.227,0.429,0.343,0.771,0.95,0.774,0.808,1.376,0.698,0.56,0.232,0.038
1988,10,24,0.283,0.135,0.17,0.088,0.108,-0.164,0.099,0.13,0.253,0.746,1.137,1.287,1.596,0.91,0.792,0.354,0.088
1988,10,25,0.381,0.325,0.261,0.002,0.127,-0.075,0.103,0.38,0.609,1.009,1.493,1.534,1.517,0.843,0.914,0.457,0.214
1988,10,26,0.669,0.402,0.259,0.013,0.129,0.026,0.027,0.261,0.674,1.039,1.515,1.619,1.68,1.145,1.274,0.906,1.094
1988,10,27,0.192,0.216,0.183,0.127,0.273,0.162,0.005,0.209,0.158,0.494,0.595,0.919,1.153,0.685,0.803,0.372,0.318
1988,10,28,-0.007,0.039,0.061,0.098,0.121,0.062,-0.147,0.085,0.041,-0.012,-0.007,0.193,0.09,-0.015,0.111,-0.019,-0.002
1988,10,29,0.171,0.162,0.24,0.187,0.192,-0.015,-0.247,-0.129,-0.127,-0.005,0.017,0.113,-0.266,-0.331,-0.332,-0.516,-0.59
1988,10,30,0.392,0.24,0.279,0.417,0.764,0.707,0.064,0.179,0.131,0.232,0.144,0.272,0.05,-0.185,-0.287,-0.389,-0.298
1988,10,31,0.208,0.012,0.107,0.101,0.339,0.444,0.434,0.852,0.958,0.779,0.513,0.614,0.377,-0.011,0.033,-0.144,-0.23
1988,11,1,0.352,0.138,0.328,0.186,0.177,0.235,-0.07,0.007,0.045,-0.27,-0.877,-0.308,-0.441,-0.635,-0.658,-0.697,-0.611
1988,11,2,0.919,0.506,0.515,0.525,0.297,0.386,0.002,0.072,-0.289,-1.143,-2.763,-2.643,-2.676,-2.572,-2.628,-2.438,-1.975
1988,11,3,0.912,0.56,0.553,0.731,0.256,0.022,-0.53,-0.239,0.326,0.326,-0.142,-0.343,-0.381,-0.903,-0.314,-0.098,-0.455
1988,11,4,0.101,-0.15,0.126,0.551,0.368,0.34,0.006,-0.101,-0.036,0.237,0.133,0.367,0.361,-0.194,-0.078,0.154,-0.177
1988,11,5,0.023,-0.096,0.02,0.077,0.046,0.168,0.025,-0.216,-0.228,-0.402,-1.01,-1.21,-1.146,-1.196,-1.461,-1.194,-1.395
1988,11,6,0.043,0.099,0.284,0.993,1.398,1.661,1.253,1.372,1.392,0.961,0.571,0.703,0.796,0.249,0.232,0.598,0.649
1988,11,7,0.097,-0.114,0.043,0.424,0.612,1.214,0.98,1.247,2.323,1.544,0.76,0.414,0.188,-0.184,-0.109,-0.024,-0.655
1988,11,8,0.359,0.1,0.102,0.626,1.022,0.741,0.447,-0.086,0.41,0.503,0.149,0.26,0.177,-0.263,-0.189,0.212,0.124
1988,11,9,0.449,0.071,0.26,0.183,0.038,-0.247,-0.187,-0.456,-0.647,-1.654,-2.072,-1.893,-1.652,-1.625,-1.32,-0.585,-1.544
1988,11,10,0.86,0.404,0.274,0.074,-0.135,-0.166,-0.135,-0.205,0.283,0.487,0.151,0.231,0.271,-0.091,-0.01,0.276,0.121
1988,11,11,0.91,0.298,0.427,0.838,1.002,0.685,0.366,0.206,0.274,0.184,-0.341,-0.432,-0.368,-0.721,-0.875,-0.822,-1.098
1988,11,12,0.812,0.134,0.384,0.569,0.653,0.499,0.101,0.2,0.336,0.087,-0.291,-0.387,-0.171,-0.305,-0.198,0.415,0.309
1988,11,13,0.442,-0.047,0.083,0.02,-0.011,0.193,-0.12,0.241,0.577,0.035,-0.709,-0.161,0.006,-0.075,-0.114,-0.024,-0.165
1988,11,14,0.915,0.34,0.976,1.622,1.031,0.818,0.542,0.741,0.932,0.938,0.494,0.692,0.663,0.203,0.063,0.161,0.091
1988,11,15,0.989,0.462,0.801,1.138,0.781,0.642,0.089,0.041,0.059,0.25,-0.188,-0.201,-0.156,-0.336,-0.299,-0.054,-0.132
1988,11,16,0.483,-0.049,0.046,0.159,0.088,0.051,-0.297,-0.054,0.043,0.498,-0.23,-0.119,-0.082,0.086,0.094,0.203,0.105
1988,11,17,1.428,0.753,1.012,1.549,1.722,1.502,1.154,1.574,1.792,1.89,1.388,1.652,1.463,1.056,1.519,1.534,1.796
1988,11,18,2.282,1.829,2.045,1.754,1.781,1.934,1.603,1.741,1.73,1.18,0.435,0.524,0.336,0.003,-0.037,-0.2,-0.153
1988,11,19,0.231,-0.181,0.016,0.191,0.52,0.472,0.397,0.266,0.866,0.57,-0.185,-0.486,-0.806,-0.849,-0.972,-0.969,-1.212
1988,11,20,0.527,-0.172,-0.061,0.026,0.475,-0.146,-0.04,-0.211,-0.23,0.11,-0.108,-0.063,-0.114,-0.542,-0.54,-0.065,-0.087
1988,11,21,0.39,-0.252,-0.066,-0.052,0.283,-0.123,-0.065,-0.254,-0.532,-1.316,-2.47,-2.061,-1.397,-1.258,-1.551,-1.036,-1.439
1988,11,22,0.369,-0.129,0.057,0.135,0.109,-0.238,-0.301,-0.305,-0.141,-0.598,-2.109,-2.205,-1.987,-2.159,-2.743,-1.597,-2.037
1988,11,23,0.763,0.059,0.268,0.549,0.772,0.725,0.613,0.929,1.002,1.031,0.705,0.399,0.535,0.079,-0.097,0.364,-0.004
1988,11,24,1.024,0.569,0.953,1.101,0.702,0.215,-0.309,-0.521,-0.586,-0.391,-1.563,-1.32,-1.124,-0.685,-0.377,0.21,0.071
1988,11,25,0.817,-0.008,0.169,0.376,0.393,0.324,0.246,0.562,0.738,0.832,0.365,0.962,0.85,0.381,0.428,0.586,0.614
1988,11,26,0.774,0.421,0.671,0.868,1.208,1.089,0.454,0.405,0.362,0.549,0.236,0.459,0.431,0.269,0.56,0.374,0.339
1988,11,27,0.163,-0.115,-0.063,0.02,0.44,0.4,0.182,0.199,0.113,0.231,-0.24,-0.073,-0.42,-0.614,-0.865,-0.573,-0.813
1988,11,28,0.3,0.021,-0.08,0.711,1.39,0.974,0.825,0.926,1.447,1.85,1.168,1.181,0.832,0.306,0.684,0.514,0.778
1988,11,29,0.039,-0.146,-0.251,-0.007,0.077,-0.261,0.106,0.339,0.887,1.182,0.745,0.82,0.623,0.26,0.366,0.031,-0.017
1988,11,30,0.004,-0.083,-0.349,-0.259,-0.231,-0.446,-0.206,-0.459,-0.239,0.105,-0.138,-0.138,-0.098,-0.169,0.14,-0.055,0.107
1988,12,1,0.062,-0.268,-0.165,-0.214,0.076,-0.074,0.016,-0.022,-0.555,-0.41,-0.739,-0.631,-0.422,-0.505,-0.653,-0.72,-0.8
1988,12,2,0.152,-0.158,-0.165,-0.375,-0.605,-0.664,-0.548,-0.585,-0.822,-0.3,-0.601,-0.314,-0.086,0.043,0.248,0.282,0.211
1988,12,3,0.461,-0.135,-0.096,-0.051,-0.247,-0.255,-0.212,-0.308,-0.461,-0.158,-0.381,0.332,0.239,-0.13,-0.011,-0.101,-0.263
1988,12,4,0.551,-0.01,0.278,0.171,0.397,0.505,0.179,0.296,0.574,0.787,0.388,0.588,0.341,-0.007,0.134,-0.07,-0.049
1988,12,5,0.753,0.387,0.404,0.611,0.913,0.78,0.37,0.088,0.331,0.453,0.044,0.209,0.099,-0.284,-0.351,-0.314,-0.109
1988,12,6,0.482,-0.073,0.177,0.658,1.025,0.796,0.64,0.201,0.294,0.156,-0.394,-0.183,-0.084,-0.431,-0.349,-0.105,-0.494
1988,12,7,0.587,0.084,0.556,0.93,1.622,2.22,2.432,2.559,2.683,1.931,1.377,1,0.625,0.163,0.368,0.425,0.161
1988,12,8,1.373,0.866,0.996,-0.282,0.19,-0.167,0.619,0.417,1.729,1.986,1.584,1.563,1.133,0.317,0.506,0.214,0.119
1988,12,9,0.657,0.276,0.286,-0.054,0.206,-0.135,0.48,0.329,1.078,1.373,1.23,1.464,1.149,0.247,0.377,0.227,0.169
1988,12,10,0.391,-0.366,0.05,0.099,0.177,0.116,0.578,0.7,1.267,1.322,0.826,0.657,0.452,0.017,0.234,-0.037,0.104
1988,12,11,0.432,-0.433,0.118,0.208,0.117,0.158,0.276,0.032,0.224,0.303,0.02,0.081,0.182,-0.109,-0.108,-0.322,-0.456
1988,12,12,0.569,-0.411,0.096,0.301,0.187,0.282,0.296,0.173,0.179,0.225,0.043,0.137,0.163,-0.113,-0.038,-0.134,-0.57
1988,12,13,0.677,-0.258,0.164,0.594,0.893,1.027,0.756,0.999,1.756,2.235,2.164,2.14,1.729,0.7,1.025,0.904,1.171
